Country Name,Country Code,Series Name,Series Code,2017 [YR2017],2018 [YR2018],2019 [YR2019]
St. Vincent and the Grenadines,VCT,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,427749981.319293,450952987.615181,..
Sub-Saharan Africa,SSF,Exports of goods and services (current US$),NE.EXP.GNFS.CD,382943804356.871,428353960088.06,414326921725.882
Sub-Saharan Africa,SSF,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,424173181172.164,478998240210.506,504159572669.952
Sub-Saharan Africa (excluding high income),SSA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,375967685761.662,421237601420.68,407579952146.428
Sub-Saharan Africa (excluding high income),SSA,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,415217857070.754,469577381248.713,495245580374.411
Sub-Saharan Africa (IDA & IBRD countries),TSS,Exports of goods and services (current US$),NE.EXP.GNFS.CD,382943804356.871,428353960088.06,414326921725.882
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,424173181172.164,478998240210.506,504159572669.952
Sudan,SDN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,4313255937.14134,2621211724.33664,2341152055.82518
Sudan,SDN,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,9815700871.24192,8237313614.06528,..
Suriname,SUR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..
Suriname,SUR,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1811761490.76527,2108490203.22359,2427531210.09467
Sweden,SWE,Exports of goods and services (current US$),NE.EXP.GNFS.CD,236613045812.244,253749019031.884,249617661432.99
Sweden,SWE,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,224087665463.823,241526322368.74,232561254789.944
Switzerland,CHE,Exports of goods and services (current US$),NE.EXP.GNFS.CD,442189906485.109,466305408279.788,464270210057.609
Switzerland,CHE,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,371690186082.292,381196079285.914,375294429575.41
Syrian Arab Republic,SYR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..
Syrian Arab Republic,SYR,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,..,..,..
Tajikistan,TJK,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1125302642.19797,..,..
Tajikistan,TJK,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2763908494.62397,3221409696.26857,3408834755.03577
Tanzania,TZA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,8072890863.8219,..,..
Tanzania,TZA,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,9591582825.18676,9883233915.6489,..
Thailand,THA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,304266112351.87,328570049086.666,324875159432.613
Thailand,THA,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,247775145772.378,283659578059.95,274817519790.088
Timor-Leste,TLS,Exports of goods and services (current US$),NE.EXP.GNFS.CD,38180000,45614400,568087700
Timor-Leste,TLS,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1122771561.1326,1059724335.5602,1039469716.61367
Togo,TGO,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1596123837.02797,1710977924.96667,1650459199.43473
Togo,TGO,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2090588862.02818,2328922255.67592,..
Tonga,TON,Exports of goods and services (current US$),NE.EXP.GNFS.CD,101437276.634246,103723812.562677,107858180.377657
Tonga,TON,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,303028247.133168,322271137.565407,333797317.683491
Trinidad and Tobago,TTO,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..
Trinidad and Tobago,TTO,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,9543493824.57078,9155874542.67294,7919814832.99907
Tunisia,TUN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,17441638422.7494,19203181079.7537,19126158669.5747
Tunisia,TUN,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,22586482325.3459,24651071707.4276,23420774027.9214
Turkey,TUR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,223675672206.544,242892992562.123,249301402127.946
Turkey,TUR,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,254937000000,247606000000,226521000000
Turkmenistan,TKM,Exports of goods and services (current US$),NE.EXP.GNFS.CD,8521428571.42857,9239000000,..
Turkmenistan,TKM,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,..,..,..
Turks and Caicos Islands,TCA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..
Turks and Caicos Islands,TCA,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,484841833.425,544218513.41,..
Tuvalu,TUV,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..
Tuvalu,TUV,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,..,..,..
Uganda,UGA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,5124374696.99289,4968292701.2959,6047736389.04371
Uganda,UGA,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,7220295592.01548,8645671688.25715,9540590224.5617
Ukraine,UKR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,53867411624.0422,59166743258.396,63315071037.2365
Ukraine,UKR,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,62688000000,70555000000,76067000000
United Arab Emirates,ARE,Exports of goods and services (current US$),NE.EXP.GNFS.CD,384043567052.417,392863172226.004,389372362151.123
United Arab Emirates,ARE,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,..,..,..
United Kingdom,GBR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,809630497408.069,875792531491.74,894076676270.702
United Kingdom,GBR,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,843042528390.163,915324873915.778,924899669089.727
United States,USA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2374560000000,2528704000000,2514751000000
United States,USA,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2901177000000,3119321000000,3105132000000
Upper middle income,UMC,Exports of goods and services (current US$),NE.EXP.GNFS.CD,5425114733467.05,6053457861166.47,5977262789572.82
Upper middle income,UMC,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,5015415213610.01,5620163860175.84,5488419181778.65
Uruguay,URY,Exports of goods and services (current US$),NE.EXP.GNFS.CD,12756758079.7414,12517888056.616,12175334397.76
Uruguay,URY,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,12439639041.8227,13095565749.0605,12747417686.7793
Uzbekistan,UZB,Exports of goods and services (current US$),NE.EXP.GNFS.CD,12897521865.4865,14131222413.3069,18070469613.5332
Uzbekistan,UZB,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,16470145509.6324,23443547241.062,26550823046.2045
Vanuatu,VUT,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..
Vanuatu,VUT,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,471020097.132313,460482621.157776,..
"Venezuela, RB",VEN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..
"Venezuela, RB",VEN,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,..,..,..
Vietnam,VNM,Exports of goods and services (current US$),NE.EXP.GNFS.CD,227345654409.109,259514070626.337,279720233909.738
Vietnam,VNM,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,221373000000,245627371000,261682753000
Virgin Islands (U.S.),VIR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2795000000,..,..
Virgin Islands (U.S.),VIR,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,..,..,..
West Bank and Gaza,PSE,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2536000000,2598000000,..
West Bank and Gaza,PSE,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,8503409586.03667,9023749413.264,9153105314.64469
World,WLD,Exports of goods and services (current US$),NE.EXP.GNFS.CD,23058934707418.5,25272632876323.6,24889713110081.7
World,WLD,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,22403131232210.1,24685322828148.3,24276707511610.6
"Yemen, Rep.",YEM,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..
"Yemen, Rep.",YEM,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,..,..,..
Zambia,ZMB,Exports of goods and services (current US$),NE.EXP.GNFS.CD,9052010305.16309,9987392203.17266,8073610874.05155
Zambia,ZMB,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,8729620525.82598,10193025254.9984,8035710383.23166
Zimbabwe,ZWE,Exports of goods and services (current US$),NE.EXP.GNFS.CD,4332805600,4619344600,..
Zimbabwe,ZWE,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,6559418305.38779,..,..
,,,,,,
,,,,,,
,,,,,,
Data from database: World Development Indicators,,,,,,
Last Updated: 02/17/2021,,,,,,
