Country Name,Country Code,Series Name,Series Code,2017 [YR2017],2018 [YR2018],2019 [YR2019]
Iraq,IRQ,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,48454400000,56876000000,72282500000
Ireland,IRL,Exports of goods and services (current US$),NE.EXP.GNFS.CD,406295321979.122,468110564260.099,492852235259.607
Ireland,IRL,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,331380800496.33,361117295717.72,452978565278.653
Isle of Man,IMN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..
Isle of Man,IMN,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,..,..,..
Israel,ISR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,101717835745.133,110404284233.75,115706785190.507
Israel,ISR,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,97506900000,107737400000,108256800000
Italy,ITA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,602933211569.648,656105022729.882,631203835923.136
Italy,ITA,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,546276783202.775,605893974511.668,571179653623.323
Jamaica,JAM,Exports of goods and services (current US$),NE.EXP.GNFS.CD,5132360928.22619,5964662473.85962,6247130490.78066
Jamaica,JAM,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,7226381038.29973,7949649020.81079,..
Japan,JPN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,863958580239.173,917873408507.376,..
Japan,JPN,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,837877374600.558,928422545739.3,900304822945.03
Jordan,JOR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,14300140845.0704,15092676056.338,16179436619.7183
Jordan,JOR,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,23035633802.8169,22915774647.8873,22040000000
Kazakhstan,KAZ,Exports of goods and services (current US$),NE.EXP.GNFS.CD,54041337296.5114,67477077554.2506,65830956499.0202
Kazakhstan,KAZ,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,40655853624.4668,46226435921.4068,50132525320.5469
Kenya,KEN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,10448620986.7625,11564073025.5001,11490738307.6772
Kenya,KEN,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,19080297351.8803,20167353449.0948,20408411990.3437
Kiribati,KIR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,29434396.076027,18946503.2875075,..
Kiribati,KIR,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,195204528.663901,170520543.087083,..
"Korea, Dem. People’s Rep.",PRK,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..
"Korea, Dem. People’s Rep.",PRK,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,..,..,..
"Korea, Rep.",KOR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,664731199232.572,719489868241.708,657825602872.938
"Korea, Rep.",KOR,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,593152700000,649226600000,615758500000
Kosovo,XKX,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1930976050.61003,2099433160.13226,2315661665.92029
Kosovo,XKX,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,3830919340.88682,4498235991.59952,4453990993.66733
Kuwait,KWT,Exports of goods and services (current US$),NE.EXP.GNFS.CD,61796900758.3251,79774834437.0861,..
Kuwait,KWT,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,57726835511.3298,68204783054.8173,60251711571.61
Kyrgyz Republic,KGZ,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2638474037.52467,2613813420.33663,3160773135.0073
Kyrgyz Republic,KGZ,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,5075222826.78568,5861234605.06508,5589531495.61752
Lao PDR,LAO,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..
Lao PDR,LAO,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,6783669899.34693,7318191451.40869,..
Late-demographic dividend,LTE,Exports of goods and services (current US$),NE.EXP.GNFS.CD,5861960241490.84,6523553532065.96,6481739707132.71
Late-demographic dividend,LTE,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,5271048923182.03,5951015452212.85,5967389475468.24
Latin America & Caribbean,LCN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1317133390268.51,1409659329299.65,1396524775092.29
Latin America & Caribbean,LCN,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1295206893877.49,1421835477499.58,1373761300867.76
Latin America & Caribbean (excluding high income),LAC,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1092877956605.5,1186768255393.8,1181920374295.09
Latin America & Caribbean (excluding high income),LAC,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1077980471953.22,1183147162988,1147429222885.59
Latin America & the Caribbean (IDA & IBRD countries),TLA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1212059888983.32,1314782302831.41,1302147966189.73
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1187825708764.99,1303956791002.73,1260340782567.95
Latvia,LVA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,18770590382.4353,21137008426.5074,20505486242.447
Latvia,LVA,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,19011225677.6958,21379111869.2216,20788099102.2186
Least developed countries: UN classification,LDC,Exports of goods and services (current US$),NE.EXP.GNFS.CD,228343525135.852,254893538357.423,255117540307.844
Least developed countries: UN classification,LDC,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,308421787597.551,341096830906.88,..
Lebanon,LBN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,11627344114.1625,11389185927.8939,18383300000
Lebanon,LBN,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,32070099757.9592,32781598929.1381,31340071000.8856
Lesotho,LSO,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1095170304.26755,1280884667.40719,1073373559.00303
Lesotho,LSO,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2280881897.3931,2387455685.43042,2203232181.89784
Liberia,LBR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,797846200,849000000,882016400
Liberia,LBR,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1232196830.17947,1245487121.00216,..
Libya,LBY,Exports of goods and services (current US$),NE.EXP.GNFS.CD,18919787630.937,29959706959.707,33531500035.7679
Libya,LBY,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,15114600000,18848800000,..
Liechtenstein,LIE,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..
Liechtenstein,LIE,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,..,..,..
Lithuania,LTU,Exports of goods and services (current US$),NE.EXP.GNFS.CD,35148120644.6942,40423966584.6823,42309587544.7058
Lithuania,LTU,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,37297597827.5245,42387974727.0286,39300408410.1968
Low & middle income,LMY,Exports of goods and services (current US$),NE.EXP.GNFS.CD,6914536843773.35,7710403693587.17,7660143810181.85
Low & middle income,LMY,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,6830574176747.05,7665450223110.75,7543970991492.68
Low income,LIC,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..
Low income,LIC,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,155216373794.912,173720805447.583,..
Lower middle income,LMC,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1384572412984.26,1541865588845.17,1568805687730.75
Lower middle income,LMC,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1653992950842.3,1864863808602.38,1878574506192.83
Luxembourg,LUX,Exports of goods and services (current US$),NE.EXP.GNFS.CD,139673621373.778,150037588522.896,148433473912.423
Luxembourg,LUX,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,103023207681.217,110277930548.801,108291166845.379
"Macao SAR, China",MAC,Exports of goods and services (current US$),NE.EXP.GNFS.CD,40571642162.9703,45604335707.6494,44973545629.1432
"Macao SAR, China",MAC,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,16902412610.3946,18301740851.6802,18076832460.3238
Madagascar,MDG,Exports of goods and services (current US$),NE.EXP.GNFS.CD,4071827552.94261,3973437198.65221,3754036154.43944
Madagascar,MDG,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,4508428621.93207,4839952341.75729,..
Malawi,MWI,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1838219294.85226,2136259144.58255,2377292851.56499
Malawi,MWI,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2780703310.35251,2924301210.5827,3197723487.72412
Malaysia,MYS,Exports of goods and services (current US$),NE.EXP.GNFS.CD,223415967351.874,245969419345.245,237847474471.937
Malaysia,MYS,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,201713611086.109,221336419004.147,..
Maldives,MDV,Exports of goods and services (current US$),NE.EXP.GNFS.CD,3437577175.53779,3716700886.24373,3894422051.7488
Maldives,MDV,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,3501378384.59616,4101843840.8441,4101332486.28958
Mali,MLI,Exports of goods and services (current US$),NE.EXP.GNFS.CD,3413334825.88778,4186155369.52021,4030128566.33271
Mali,MLI,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,5599603465.04201,6078079368.7191,..
Malta,MLT,Exports of goods and services (current US$),NE.EXP.GNFS.CD,19822332985.6087,21060317793.415,21558342215.4917
Malta,MLT,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,16387111512.1237,18024949291.5995,17799710312.0958
Marshall Islands,MHL,Exports of goods and services (current US$),NE.EXP.GNFS.CD,83395500,89500700,..
Marshall Islands,MHL,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,179719462.417304,174722133.585299,..
Mauritania,MRT,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2642322913.64012,2768154029.85075,3040099278.2932
Mauritania,MRT,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2833617778.41677,3283935556.68399,3682938824.0894
Mauritius,MUS,Exports of goods and services (current US$),NE.EXP.GNFS.CD,5628831775.97197,5809414635.29634,5410827801.03457
Mauritius,MUS,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,7169469968.61935,7526598153.00294,7420946919.72199
Mexico,MEX,Exports of goods and services (current US$),NE.EXP.GNFS.CD,436348935038.174,479887556367.34,492731912103.657
Mexico,MEX,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,458139662351,505051796789,495793456477
"Micronesia, Fed. Sts.",FSM,Exports of goods and services (current US$),NE.EXP.GNFS.CD,109856900,142584400,..
"Micronesia, Fed. Sts.",FSM,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,..,..,..
Middle East & North Africa,MEA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1351072543560.97,1596497922216.69,1553843094794.1
Middle East & North Africa,MEA,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,..,..,..
Middle East & North Africa (excluding high income),MNA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,391492375378.833,496710766605.355,500918783807.866
Middle East & North Africa (excluding high income),MNA,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,449600579026.127,494475722073.13,..
Middle East & North Africa (IDA & IBRD countries),TMN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,388845728610.24,494007015549.116,498192127206.346
Middle East & North Africa (IDA & IBRD countries),TMN,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,439855541187.052,484302733817.197,..
Middle income,MIC,Exports of goods and services (current US$),NE.EXP.GNFS.CD,6809133510969.26,7594709105986.37,7545665810141.75
Middle income,MIC,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,6673820130214.72,7489878001432.21,7371698937688.58
Moldova,MDA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,3007175631.1152,3452906204.19724,3758966305.12523
Moldova,MDA,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,5367720000,6383920944.00102,6610794072.75081
Monaco,MCO,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..
Monaco,MCO,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,..,..,..
Mongolia,MNG,Exports of goods and services (current US$),NE.EXP.GNFS.CD,6831989388.21135,7665005530.26812,8412578257.65351
Mongolia,MNG,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,6523045722.45196,8477747003.42326,9249181583.16792
Montenegro,MNE,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1988962282.32458,2359950617.95441,2422050773.05853
Montenegro,MNE,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,3146141677.15982,3665749411.49749,3589938536.95058
Morocco,MAR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,40828105654.1478,45794739028.9897,46813904399.4551
Morocco,MAR,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,49387646104.2488,55384900492.3573,54849889417.1487
Mozambique,MOZ,Exports of goods and services (current US$),NE.EXP.GNFS.CD,5099797262.84633,6661342319.76169,6271225103.08455
Mozambique,MOZ,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,8212409775.1278,10517895750.5494,9621807647.71112
Myanmar,MMR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,19552850393.1129,23147278690.8839,..
Myanmar,MMR,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,18460463674.3435,18866481210.3159,17356198674.6302
Namibia,NAM,Exports of goods and services (current US$),NE.EXP.GNFS.CD,4335454250.28185,4889876506.54758,4428455856.70386
Namibia,NAM,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,6067887850.70357,6317995830.08974,5784627096.28138
Nauru,NRU,Exports of goods and services (current US$),NE.EXP.GNFS.CD,39218643.9399653,32555615.843733,23601773.7090545
Nauru,NRU,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,91570821.1003605,94795882.9309678,..
Nepal,NPL,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2263315205.83735,2598536507.52589,2656086623.11592
Nepal,NPL,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,11823752195.1325,14648193018.74,13834936062.3315
Netherlands,NLD,Exports of goods and services (current US$),NE.EXP.GNFS.CD,695378637220.001,774043642951.372,755816573717.646
Netherlands,NLD,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,606225153648.014,677377641382.016,661181127582.847
New Caledonia,NCL,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..
New Caledonia,NCL,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,..,..,..
New Zealand,NZL,Exports of goods and services (current US$),NE.EXP.GNFS.CD,56454831279.7164,58178526330.3563,..
New Zealand,NZL,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,52884537176.5719,57365646373.7267,56457909063.4497
Nicaragua,NIC,Exports of goods and services (current US$),NE.EXP.GNFS.CD,5698930814.05216,5506509640.86051,5647777740.87683
Nicaragua,NIC,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,7579600000,6742000000,6240200000
Niger,NER,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1434221781.12954,1450261192.11708,1422306736.39646
Niger,NER,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2937755052.72396,3368529750.63631,..
Nigeria,NGA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,49491679577.4084,61552169212.9231,63726878124.6154
Nigeria,NGA,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,50934118758.8093,71637362154.1349,100820200200.429
North America,NAC,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2896262145597.28,3082937096589.9,3067993631560.33
North America,NAC,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,3458077043368.37,3705617031727.04,3685991628766.6
North Macedonia,MKD,Exports of goods and services (current US$),NE.EXP.GNFS.CD,6235358681.43527,7657423451.97332,7816321050.55537
North Macedonia,MKD,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,7829775579.12989,9222577229.44559,9597428208.07956
Northern Mariana Islands,MNP,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1113000000,712000000,..
Northern Mariana Islands,MNP,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,..,..,..
Norway,NOR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,144748458593.593,166900830003.074,149032613636.364
Norway,NOR,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,130413723167.628,141107303238.126,141308116032.297
Not classified,INX,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..
Not classified,INX,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,..,..,..
OECD members,OED,Exports of goods and services (current US$),NE.EXP.GNFS.CD,14010047737605.6,15222569987745.6,15024398440361.9
OECD members,OED,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,13873103911570.1,15145439498635.3,14909447298465.3
Oman,OMN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,36963815687.1782,46321366928.6086,46185723069.1287
Oman,OMN,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,34961198064.8773,35374357753.7708,32549850880.3973
Other small states,OSS,Exports of goods and services (current US$),NE.EXP.GNFS.CD,235813040492.214,268711207460.906,251985308586.648
Other small states,OSS,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,218176214745.291,238534834331.903,235802575268.478
Pacific island small states,PSS,Exports of goods and services (current US$),NE.EXP.GNFS.CD,4179280415.60077,4504001713.25119,..
Pacific island small states,PSS,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,5534987404.77218,6011823521.30451,..
Pakistan,PAK,Exports of goods and services (current US$),NE.EXP.GNFS.CD,25149093615.2349,28222894276.0221,28153324135.546
Pakistan,PAK,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,64498061000,68422877000,56336292000
Palau,PLW,Exports of goods and services (current US$),NE.EXP.GNFS.CD,142610122.680664,133528991.699219,..
Palau,PLW,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,206824265.105273,..,..
Panama,PAN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,25995200000,27707800000,26514900000
Panama,PAN,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,26951320300,28902003120,27378171514
Papua New Guinea,PNG,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..
Papua New Guinea,PNG,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,4662112141.18896,4843832430.60817,..
Paraguay,PRY,Exports of goods and services (current US$),NE.EXP.GNFS.CD,14191128088.2217,14507631759.0227,13226279054.5665
Paraguay,PRY,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,12498784984.8948,13878450471.6594,13146333009.6825
Peru,PER,Exports of goods and services (current US$),NE.EXP.GNFS.CD,52160711547.3087,56347593257.4697,54863512420.2199
Peru,PER,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,47163738765.9908,51454480011.4954,..
Philippines,PHL,Exports of goods and services (current US$),NE.EXP.GNFS.CD,97073583138.8294,104793441995.793,106783793804.959
Philippines,PHL,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,118167562265.203,129738212432.787,130928311896.654
Poland,POL,Exports of goods and services (current US$),NE.EXP.GNFS.CD,285162596247.982,324494836226.708,330911340313.591
Poland,POL,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,264941000000,305357000000,298974000000
Portugal,PRT,Exports of goods and services (current US$),NE.EXP.GNFS.CD,94573528088.0378,105274675792.789,103884598147.333
Portugal,PRT,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,91930100890.8789,103934203228.416,103731659914.042
Post-demographic dividend,PST,Exports of goods and services (current US$),NE.EXP.GNFS.CD,13760474254253.7,14913945868284.9,14621732367443.8
Post-demographic dividend,PST,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,13561853881712.1,14808514457207.6,14476040046467.2
Pre-demographic dividend,PRE,Exports of goods and services (current US$),NE.EXP.GNFS.CD,291255868224.185,349359982226.796,331790156051.19
Pre-demographic dividend,PRE,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,301329980692.772,350012250622.564,404182404473.728
Puerto Rico,PRI,Exports of goods and services (current US$),NE.EXP.GNFS.CD,71090900000,60573800000,..
Puerto Rico,PRI,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,..,..,..
Qatar,QAT,Exports of goods and services (current US$),NE.EXP.GNFS.CD,85204395604.3956,102560989010.989,92046153846.1538
Qatar,QAT,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,62192582417.5824,65810989010.989,66769780219.7802
Romania,ROU,Exports of goods and services (current US$),NE.EXP.GNFS.CD,88964194941.3942,101078166226.913,100909412680.809
Romania,ROU,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,93805551854.9835,108630027044.595,110531571126.124
Russian Federation,RUS,Exports of goods and services (current US$),NE.EXP.GNFS.CD,410722488464.729,509503240085.466,481286792703.479
Russian Federation,RUS,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,327248060000,343584860000,353598630000
Rwanda,RWA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1899511803.83642,2037223408.38002,2259247342.62307
Rwanda,RWA,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2968298770.33378,3143474716.01501,..
Samoa,WSM,Exports of goods and services (current US$),NE.EXP.GNFS.CD,262465018.141663,286021703.553616,316413903.743316
Samoa,WSM,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,410182052.409045,428520933.929202,..
San Marino,SMR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2580002750.61004,2757689832.53493,..
San Marino,SMR,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,..,..,..
Sao Tome and Principe,STP,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..
Sao Tome and Principe,STP,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,193186907.776288,197132094.36146,191730286.978851
Saudi Arabia,SAU,Exports of goods and services (current US$),NE.EXP.GNFS.CD,239993341453.867,314916582179.44,285859922577.6
Saudi Arabia,SAU,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,201975700072.876,209589393636.078,209953934982.33
Senegal,SEN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,4604564108.18992,5347710355.54279,5374064530.10782
Senegal,SEN,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,7499420153.28475,8960095117.63212,..
Serbia,SRB,Exports of goods and services (current US$),NE.EXP.GNFS.CD,22297844539.987,25540389777.4996,26277886091.7286
Serbia,SRB,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,25293915560.8581,29780212200.4566,31292676058.0118
Seychelles,SYC,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1351236868.13549,1333887194.04809,1368168575.19507
Seychelles,SYC,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1706769842.86613,1857837704.98116,1816459523.14096
Sierra Leone,SLE,Exports of goods and services (current US$),NE.EXP.GNFS.CD,974210447.75792,713559228.928898,659056080.210951
Sierra Leone,SLE,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1588334411.71562,1613770805.99564,..
Singapore,SGP,Exports of goods and services (current US$),NE.EXP.GNFS.CD,583579115069.882,663143979833.927,645592728338.953
Singapore,SGP,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,496743052663.975,557030390273.134,541855356477.439
Sint Maarten (Dutch part),SXM,Exports of goods and services (current US$),NE.EXP.GNFS.CD,932737430.167598,800000000,..
Sint Maarten (Dutch part),SXM,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1027044456.6257,1233918551.91061,1230122488.1676
Slovak Republic,SVK,Exports of goods and services (current US$),NE.EXP.GNFS.CD,90870846654.8778,101703390231.19,97132332034.494
Slovak Republic,SVK,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,88617444302.4737,99915255212.3107,96752659835.629
Slovenia,SVN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,40388825720.1401,45926691437.5208,45367241857.5686
Slovenia,SVN,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,36085343821.339,41319512641.7495,40798794976.8895
Small states,SST,Exports of goods and services (current US$),NE.EXP.GNFS.CD,276366509295.285,314282563277.164,296784993969.134
Small states,SST,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,255688271119.31,278725685978.6,274380491613.352
Solomon Islands,SLB,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..
Solomon Islands,SLB,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,679094810.87362,748211700.930464,752908760.301658
Somalia,SOM,Exports of goods and services (current US$),NE.EXP.GNFS.CD,994339300,1119461265.92217,1120361324.45515
Somalia,SOM,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,..,..,..
South Africa,ZAF,Exports of goods and services (current US$),NE.EXP.GNFS.CD,103564737960.925,110144477440.513,104915839733.119
South Africa,ZAF,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,98991073456.6667,108909775385.703,103117392276.43
South Asia,SAS,Exports of goods and services (current US$),NE.EXP.GNFS.CD,584140285491.864,632221597483.541,627140876774.936
South Asia,SAS,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,732793243879.899,831803592148.844,791352767310.358
South Asia (IDA & IBRD),TSA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,584140285491.864,632221597483.541,627140876774.936
South Asia (IDA & IBRD),TSA,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,732793243879.899,831803592148.844,791352767310.358
South Sudan,SSD,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..
South Sudan,SSD,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1916530000,3571720000,3067350000
Spain,ESP,Exports of goods and services (current US$),NE.EXP.GNFS.CD,461350495658.824,499846082001.568,486228080690.195
Spain,ESP,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,414945996909.744,459932164526.613,447273839485.634
Sri Lanka,LKA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,19086840876.531,20265385427.8678,19426214045.8273
Sri Lanka,LKA,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,25401229000.0631,26840586808.6915,24561990205.7571
St. Kitts and Nevis,KNA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..
St. Kitts and Nevis,KNA,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,542039808.355026,593894153.29153,..
St. Lucia,LCA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..
St. Lucia,LCA,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,951552417.646215,997739238.960037,..
St. Martin (French part),MAF,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..
St. Martin (French part),MAF,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,..,..,..
St. Vincent and the Grenadines,VCT,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..
