"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Time","Time ID","Trade Value"
"Preparations of vegetables, fruit, nuts or other parts of plants",420,"Other Processed Fruits and Nuts",42008,"Foodstuffs",4,2019,NaN,72413815
"Preparations of vegetables, fruit, nuts or other parts of plants",420,"Fruit Juice",42009,"Foodstuffs",4,2019,NaN,7638968
"Miscellaneous edible preparations",421,"Coffee and Tea Extracts",42101,"Foodstuffs",4,2019,NaN,4389675
"Miscellaneous edible preparations",421,"Yeast",42102,"Foodstuffs",4,2019,NaN,981735
"Miscellaneous edible preparations",421,"Sauces and Seasonings",42103,"Foodstuffs",4,2019,NaN,11322970
"Miscellaneous edible preparations",421,"Soups and Broths",42104,"Foodstuffs",4,2019,NaN,900333
"Miscellaneous edible preparations",421,"Ice Cream",42105,"Foodstuffs",4,2019,NaN,5607604
"Miscellaneous edible preparations",421,"Other Edible Preparations",42106,"Foodstuffs",4,2019,NaN,179786412
"Beverages, spirits and vinegar",422,"Water",42201,"Foodstuffs",4,2019,NaN,5654059
"Beverages, spirits and vinegar",422,"Flavored Water",42202,"Foodstuffs",4,2019,NaN,6215184
"Beverages, spirits and vinegar",422,"Beer",42203,"Foodstuffs",4,2019,NaN,14571205
"Beverages, spirits and vinegar",422,"Wine",42204,"Foodstuffs",4,2019,NaN,43594974
"Beverages, spirits and vinegar",422,"Vermouth",42205,"Foodstuffs",4,2019,NaN,992082
"Beverages, spirits and vinegar",422,"Other Fermented Beverages",42206,"Foodstuffs",4,2019,NaN,147078
"Beverages, spirits and vinegar",422,"Alcohol > 80% ABV",42207,"Foodstuffs",4,2019,NaN,400717
"Beverages, spirits and vinegar",422,"Hard Liquor",42208,"Foodstuffs",4,2019,NaN,18863877
"Beverages, spirits and vinegar",422,"Vinegar",42209,"Foodstuffs",4,2019,NaN,162540
"Food industries, residues and wastes thereof; prepared animal fodder",423,"Animal Meal and Pellets",42301,"Foodstuffs",4,2019,NaN,143404428
"Food industries, residues and wastes thereof; prepared animal fodder",423,"Bran",42302,"Foodstuffs",4,2019,NaN,14277448
"Food industries, residues and wastes thereof; prepared animal fodder",423,"Starch Residue",42303,"Foodstuffs",4,2019,NaN,33901438
"Food industries, residues and wastes thereof; prepared animal fodder",423,"Soybean Meal",42304,"Foodstuffs",4,2019,NaN,1501610
"Food industries, residues and wastes thereof; prepared animal fodder",423,"Other Vegetable Residues",42306,"Foodstuffs",4,2019,NaN,55985
"Food industries, residues and wastes thereof; prepared animal fodder",423,"Wine Lees",42307,"Foodstuffs",4,2019,NaN,10000
"Food industries, residues and wastes thereof; prepared animal fodder",423,"Other Vegetable Residues and Waste",42308,"Foodstuffs",4,2019,NaN,10984986
"Food industries, residues and wastes thereof; prepared animal fodder",423,"Animal Food",42309,"Foodstuffs",4,2019,NaN,102138184
"Tobacco and manufactured tobacco substitutes",424,"Raw Tobacco",42401,"Foodstuffs",4,2019,NaN,1144890
"Tobacco and manufactured tobacco substitutes",424,"Rolled Tobacco",42402,"Foodstuffs",4,2019,NaN,1469591
"Tobacco and manufactured tobacco substitutes",424,"Processed Tobacco",42403,"Foodstuffs",4,2019,NaN,209302
