hs2,hs2_id,hs4,hs4_id,section,section_id,time,time_id,trade_value,type
"Fish and crustaceans, molluscs and other aquatic invertebrates",103,Non-fillet Frozen Fish,10303,Animal Products,1,2019,NA,82331313,Import--US from China
"Fish and crustaceans, molluscs and other aquatic invertebrates",103,Fish Fillets,10304,Animal Products,1,2019,NA,1023531949,Import--US from China
"Fish and crustaceans, molluscs and other aquatic invertebrates",103,Processed Fish,10305,Animal Products,1,2019,NA,38255544,Import--US from China
"Fish and crustaceans, molluscs and other aquatic invertebrates",103,Crustaceans,10306,Animal Products,1,2019,NA,20505948,Import--US from China
"Fish and crustaceans, molluscs and other aquatic invertebrates",103,Molluscs,10307,Animal Products,1,2019,NA,118448877,Import--US from China
"Fish and crustaceans, molluscs and other aquatic invertebrates",103,"Aquatic invertebrates, other than crustaceans and molluscs",10308,Animal Products,1,2019,NA,373438,Import--US from China
"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",104,Fermented Milk Products,10403,Animal Products,1,2019,NA,186198,Import--US from China
"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",104,Eggs,10407,Animal Products,1,2019,NA,3876613,Import--US from China
"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",104,Processed Egg Products,10408,Animal Products,1,2019,NA,899275,Import--US from China
"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",104,Honey,10409,Animal Products,1,2019,NA,11253913,Import--US from China
"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",104,Other Edible Animal Products,10410,Animal Products,1,2019,NA,1458843,Import--US from China
Animal originated products; not elsewhere specified or included,105,Human Hair,10501,Animal Products,1,2019,NA,246010,Import--US from China
Animal originated products; not elsewhere specified or included,105,Pig Hair,10502,Animal Products,1,2019,NA,5699004,Import--US from China
Animal originated products; not elsewhere specified or included,105,Animal Organs,10504,Animal Products,1,2019,NA,3158252,Import--US from China
Animal originated products; not elsewhere specified or included,105,Bird Feathers and Skins,10505,Animal Products,1,2019,NA,90088002,Import--US from China
Animal originated products; not elsewhere specified or included,105,Processed Bones,10506,Animal Products,1,2019,NA,122500,Import--US from China
Animal originated products; not elsewhere specified or included,105,Raw Bones,10507,Animal Products,1,2019,NA,31932,Import--US from China
Animal originated products; not elsewhere specified or included,105,Coral and Shells,10508,Animal Products,1,2019,NA,1697334,Import--US from China
Animal originated products; not elsewhere specified or included,105,Pharmaceutical Animal Products,10510,Animal Products,1,2019,NA,10772,Import--US from China
Animal originated products; not elsewhere specified or included,105,Other Inedible Animal Products,10511,Animal Products,1,2019,NA,125875857,Import--US from China
"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",206,Bulbs and Roots,20601,Vegetable Products,2,2019,NA,33255,Import--US from China
"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",206,Other Live Plants,20602,Vegetable Products,2,2019,NA,29252039,Import--US from China
"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",206,Cut Flowers,20603,Vegetable Products,2,2019,NA,2017636,Import--US from China
"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",206,Foliage,20604,Vegetable Products,2,2019,NA,19082956,Import--US from China
Vegetables and certain roots and tubers; edible,207,Potatoes,20701,Vegetable Products,2,2019,NA,77381,Import--US from China
Vegetables and certain roots and tubers; edible,207,Onions,20703,Vegetable Products,2,2019,NA,55297432,Import--US from China
Vegetables and certain roots and tubers; edible,207,Lettuce,20705,Vegetable Products,2,2019,NA,17860,Import--US from China
Vegetables and certain roots and tubers; edible,207,Root Vegetables,20706,Vegetable Products,2,2019,NA,97379,Import--US from China
Vegetables and certain roots and tubers; edible,207,Legumes,20708,Vegetable Products,2,2019,NA,15948,Import--US from China
Vegetables and certain roots and tubers; edible,207,Other Vegetables,20709,Vegetable Products,2,2019,NA,7689238,Import--US from China
Vegetables and certain roots and tubers; edible,207,Frozen Vegetables,20710,Vegetable Products,2,2019,NA,44356365,Import--US from China
Vegetables and certain roots and tubers; edible,207,Preserved Vegetables,20711,Vegetable Products,2,2019,NA,204448,Import--US from China
Vegetables and certain roots and tubers; edible,207,Dried Vegetables,20712,Vegetable Products,2,2019,NA,77977908,Import--US from China
Vegetables and certain roots and tubers; edible,207,Dried Legumes,20713,Vegetable Products,2,2019,NA,17305663,Import--US from China
Vegetables and certain roots and tubers; edible,207,Cassava,20714,Vegetable Products,2,2019,NA,6505492,Import--US from China
"Fruit and nuts, edible; peel of citrus fruit or melons",208,"Coconuts, Brazil Nuts, and Cashews",20801,Vegetable Products,2,2019,NA,13708,Import--US from China
"Fruit and nuts, edible; peel of citrus fruit or melons",208,Other Nuts,20802,Vegetable Products,2,2019,NA,56024596,Import--US from China
"Fruit and nuts, edible; peel of citrus fruit or melons",208,Bananas,20803,Vegetable Products,2,2019,NA,757240,Import--US from China
"Fruit and nuts, edible; peel of citrus fruit or melons",208,Tropical Fruits,20804,Vegetable Products,2,2019,NA,1562967,Import--US from China
"Fruit and nuts, edible; peel of citrus fruit or melons",208,Citrus,20805,Vegetable Products,2,2019,NA,169323,Import--US from China
"Fruit and nuts, edible; peel of citrus fruit or melons",208,Grapes,20806,Vegetable Products,2,2019,NA,106585,Import--US from China
"Fruit and nuts, edible; peel of citrus fruit or melons",208,Apples and Pears,20808,Vegetable Products,2,2019,NA,6747600,Import--US from China
"Fruit and nuts, edible; peel of citrus fruit or melons",208,Pitted Fruits,20809,Vegetable Products,2,2019,NA,33480,Import--US from China
"Fruit and nuts, edible; peel of citrus fruit or melons",208,Other Fruits,20810,Vegetable Products,2,2019,NA,1931986,Import--US from China
"Fruit and nuts, edible; peel of citrus fruit or melons",208,Frozen Fruits and Nuts,20811,Vegetable Products,2,2019,NA,2378909,Import--US from China
"Fruit and nuts, edible; peel of citrus fruit or melons",208,Preserved Fruits and Nuts,20812,Vegetable Products,2,2019,NA,364358,Import--US from China
"Fruit and nuts, edible; peel of citrus fruit or melons",208,Dried Fruits,20813,Vegetable Products,2,2019,NA,29051129,Import--US from China
"Fruit and nuts, edible; peel of citrus fruit or melons",208,Citrus and Melon Peels,20814,Vegetable Products,2,2019,NA,260884,Import--US from China
"Coffee, tea, mate and spices",209,Coffee,20901,Vegetable Products,2,2019,NA,25032748,Import--US from China
"Coffee, tea, mate and spices",209,Tea,20902,Vegetable Products,2,2019,NA,57608563,Import--US from China
"Coffee, tea, mate and spices",209,Pepper,20904,Vegetable Products,2,2019,NA,79632865,Import--US from China
"Coffee, tea, mate and spices",209,Cinnamon,20906,Vegetable Products,2,2019,NA,534226,Import--US from China
"Coffee, tea, mate and spices",209,Cloves,20907,Vegetable Products,2,2019,NA,452698,Import--US from China
"Coffee, tea, mate and spices",209,"Nutmeg, mace and cardamons",20908,Vegetable Products,2,2019,NA,293359,Import--US from China
"Coffee, tea, mate and spices",209,Spice Seeds,20909,Vegetable Products,2,2019,NA,1627823,Import--US from China
"Coffee, tea, mate and spices",209,Spices,20910,Vegetable Products,2,2019,NA,47992648,Import--US from China
Cereals,210,Barley,21003,Vegetable Products,2,2019,NA,4950,Import--US from China
Cereals,210,Oats,21004,Vegetable Products,2,2019,NA,2676,Import--US from China
Cereals,210,Corn,21005,Vegetable Products,2,2019,NA,15481,Import--US from China
Cereals,210,Rice,21006,Vegetable Products,2,2019,NA,22389969,Import--US from China
Cereals,210,Sorghum,21007,Vegetable Products,2,2019,NA,44461,Import--US from China
Cereals,210,Buckwheat,21008,Vegetable Products,2,2019,NA,494063,Import--US from China
"Products of the milling industry; malt, starches, inulin, wheat gluten",211,Wheat Flours,21101,Vegetable Products,2,2019,NA,543769,Import--US from China
"Products of the milling industry; malt, starches, inulin, wheat gluten",211,Cereal Flours,21102,Vegetable Products,2,2019,NA,219241,Import--US from China
"Products of the milling industry; malt, starches, inulin, wheat gluten",211,Cereal Meal and Pellets,21103,Vegetable Products,2,2019,NA,99190,Import--US from China
"Products of the milling industry; malt, starches, inulin, wheat gluten",211,Processed Cereals,21104,Vegetable Products,2,2019,NA,614946,Import--US from China
"Products of the milling industry; malt, starches, inulin, wheat gluten",211,Potato Flours,21105,Vegetable Products,2,2019,NA,373860,Import--US from China
"Products of the milling industry; malt, starches, inulin, wheat gluten",211,Legume Flours,21106,Vegetable Products,2,2019,NA,26101178,Import--US from China
"Products of the milling industry; malt, starches, inulin, wheat gluten",211,Malt,21107,Vegetable Products,2,2019,NA,3204,Import--US from China
"Products of the milling industry; malt, starches, inulin, wheat gluten",211,Starches,21108,Vegetable Products,2,2019,NA,3135578,Import--US from China
"Products of the milling industry; malt, starches, inulin, wheat gluten",211,Wheat Gluten,21109,Vegetable Products,2,2019,NA,3667242,Import--US from China
"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",212,Soybeans,21201,Vegetable Products,2,2019,NA,1993016,Import--US from China
"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",212,Linseed,21204,Vegetable Products,2,2019,NA,2900,Import--US from China
"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",212,Sunflower Seeds,21206,Vegetable Products,2,2019,NA,2833134,Import--US from China
"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",212,Other Oily Seeds,21207,Vegetable Products,2,2019,NA,12418865,Import--US from China
"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",212,Oil Seed Flower,21208,Vegetable Products,2,2019,NA,164908,Import--US from China
"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",212,Sowing Seeds,21209,Vegetable Products,2,2019,NA,24234309,Import--US from China
"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",212,Hops,21210,Vegetable Products,2,2019,NA,122000,Import--US from China
"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",212,Perfume Plants,21211,Vegetable Products,2,2019,NA,26551895,Import--US from China
"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",212,"Locust beans, seaweed, sugar beet, cane, for food",21212,Vegetable Products,2,2019,NA,42460432,Import--US from China
"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",212,Cereal Straws,21213,Vegetable Products,2,2019,NA,2550,Import--US from China
"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",212,Forage Crops,21214,Vegetable Products,2,2019,NA,157193,Import--US from China
"Lac; gums, resins and other vegetable saps and extracts",213,Insect Resins,21301,Vegetable Products,2,2019,NA,1920733,Import--US from China
"Lac; gums, resins and other vegetable saps and extracts",213,Vegetable Saps,21302,Vegetable Products,2,2019,NA,171957372,Import--US from China
Vegetable plaiting materials; vegetable products not elsewhere specified or included,214,Vegetable Plaiting Materials,21401,Vegetable Products,2,2019,NA,10683046,Import--US from China
Vegetable plaiting materials; vegetable products not elsewhere specified or included,214,Other Vegetable Products,21404,Vegetable Products,2,2019,NA,9346276,Import--US from China
Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,315,Fish Oil,31504,Animal and Vegetable Bi-Products,3,2019,NA,2196057,Import--US from China
Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,315,Wool Grease,31505,Animal and Vegetable Bi-Products,3,2019,NA,3362069,Import--US from China
Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,315,Soybean Oil,31507,Animal and Vegetable Bi-Products,3,2019,NA,55795,Import--US from China
Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,315,Ground Nut Oil,31508,Animal and Vegetable Bi-Products,3,2019,NA,14507,Import--US from China
Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,315,Pure Olive Oil,31509,Animal and Vegetable Bi-Products,3,2019,NA,179449,Import--US from China
Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,315,Palm Oil,31511,Animal and Vegetable Bi-Products,3,2019,NA,5560,Import--US from China
Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,315,Seed Oils,31512,Animal and Vegetable Bi-Products,3,2019,NA,69744,Import--US from China
Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,315,Coconut Oil,31513,Animal and Vegetable Bi-Products,3,2019,NA,347095,Import--US from China
Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,315,Rapeseed Oil,31514,Animal and Vegetable Bi-Products,3,2019,NA,56338,Import--US from China
Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,315,Other Pure Vegetable Oils,31515,Animal and Vegetable Bi-Products,3,2019,NA,15844421,Import--US from China
Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,315,Other Vegetable Oils,31516,Animal and Vegetable Bi-Products,3,2019,NA,6359520,Import--US from China
Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,315,Margarine,31517,Animal and Vegetable Bi-Products,3,2019,NA,2903248,Import--US from China
Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,315,Inedible Fats and Oils,31518,Animal and Vegetable Bi-Products,3,2019,NA,1251027,Import--US from China
Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,315,Waxes,31521,Animal and Vegetable Bi-Products,3,2019,NA,3187526,Import--US from China
"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",416,Animal Extracts,41603,Foodstuffs,4,2019,NA,212961,Import--US from China
"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",416,Processed Fish,41604,Foodstuffs,4,2019,NA,99682216,Import--US from China
"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",416,Processed Crustaceans,41605,Foodstuffs,4,2019,NA,237891053,Import--US from China
Sugars and sugar confectionery,417,Raw Sugar,41701,Foodstuffs,4,2019,NA,5182436,Import--US from China
Sugars and sugar confectionery,417,Other Sugars,41702,Foodstuffs,4,2019,NA,6266039,Import--US from China
Sugars and sugar confectionery,417,Confectionery Sugar,41704,Foodstuffs,4,2019,NA,79276228,Import--US from China
Cocoa and cocoa preparations,418,Cocoa Paste,41803,Foodstuffs,4,2019,NA,386800,Import--US from China
Cocoa and cocoa preparations,418,Cocoa Butter,41804,Foodstuffs,4,2019,NA,41452,Import--US from China
Cocoa and cocoa preparations,418,Cocoa Powder,41805,Foodstuffs,4,2019,NA,22287,Import--US from China
Cocoa and cocoa preparations,418,Chocolate,41806,Foodstuffs,4,2019,NA,3913733,Import--US from China
"Preparations of cereals, flour, starch or milk; pastrycooks' products",419,Malt Extract,41901,Foodstuffs,4,2019,NA,33604918,Import--US from China
"Preparations of cereals, flour, starch or milk; pastrycooks' products",419,Pasta,41902,Foodstuffs,4,2019,NA,71771362,Import--US from China
"Preparations of cereals, flour, starch or milk; pastrycooks' products",419,Tapioca,41903,Foodstuffs,4,2019,NA,1356000,Import--US from China
"Preparations of cereals, flour, starch or milk; pastrycooks' products",419,Prepared Cereals,41904,Foodstuffs,4,2019,NA,4349035,Import--US from China
"Preparations of cereals, flour, starch or milk; pastrycooks' products",419,Baked Goods,41905,Foodstuffs,4,2019,NA,35756721,Import--US from China
"Preparations of vegetables, fruit, nuts or other parts of plants",420,Pickled Foods,42001,Foodstuffs,4,2019,NA,5696416,Import--US from China
"Preparations of vegetables, fruit, nuts or other parts of plants",420,Processed Tomatoes,42002,Foodstuffs,4,2019,NA,754073,Import--US from China
"Preparations of vegetables, fruit, nuts or other parts of plants",420,Processed Mushrooms,42003,Foodstuffs,4,2019,NA,1691310,Import--US from China
"Preparations of vegetables, fruit, nuts or other parts of plants",420,Other Frozen Vegetables,42004,Foodstuffs,4,2019,NA,6270176,Import--US from China
"Preparations of vegetables, fruit, nuts or other parts of plants",420,Other Processed Vegetables,42005,Foodstuffs,4,2019,NA,79663918,Import--US from China
"Preparations of vegetables, fruit, nuts or other parts of plants",420,Sugar Preserved Foods,42006,Foodstuffs,4,2019,NA,1626504,Import--US from China
"Preparations of vegetables, fruit, nuts or other parts of plants",420,Jams,42007,Foodstuffs,4,2019,NA,2357683,Import--US from China
"Preparations of vegetables, fruit, nuts or other parts of plants",420,Other Processed Fruits and Nuts,42008,Foodstuffs,4,2019,NA,338200519,Import--US from China
"Preparations of vegetables, fruit, nuts or other parts of plants",420,Fruit Juice,42009,Foodstuffs,4,2019,NA,59086346,Import--US from China
Miscellaneous edible preparations,421,Coffee and Tea Extracts,42101,Foodstuffs,4,2019,NA,30562275,Import--US from China
Miscellaneous edible preparations,421,Yeast,42102,Foodstuffs,4,2019,NA,22190411,Import--US from China
Miscellaneous edible preparations,421,Sauces and Seasonings,42103,Foodstuffs,4,2019,NA,69729647,Import--US from China
Miscellaneous edible preparations,421,Soups and Broths,42104,Foodstuffs,4,2019,NA,11294592,Import--US from China
Miscellaneous edible preparations,421,Ice Cream,42105,Foodstuffs,4,2019,NA,5520,Import--US from China
Miscellaneous edible preparations,421,Other Edible Preparations,42106,Foodstuffs,4,2019,NA,188215981,Import--US from China
"Beverages, spirits and vinegar",422,Water,42201,Foodstuffs,4,2019,NA,35068,Import--US from China
"Beverages, spirits and vinegar",422,Flavored Water,42202,Foodstuffs,4,2019,NA,14237963,Import--US from China
"Beverages, spirits and vinegar",422,Beer,42203,Foodstuffs,4,2019,NA,4379247,Import--US from China
"Beverages, spirits and vinegar",422,Wine,42204,Foodstuffs,4,2019,NA,26919,Import--US from China
"Beverages, spirits and vinegar",422,Other Fermented Beverages,42206,Foodstuffs,4,2019,NA,308134,Import--US from China
"Beverages, spirits and vinegar",422,Alcohol > 80% ABV,42207,Foodstuffs,4,2019,NA,25420,Import--US from China
"Beverages, spirits and vinegar",422,Hard Liquor,42208,Foodstuffs,4,2019,NA,37949770,Import--US from China
"Beverages, spirits and vinegar",422,Vinegar,42209,Foodstuffs,4,2019,NA,1752256,Import--US from China
"Food industries, residues and wastes thereof; prepared animal fodder",423,Bran,42302,Foodstuffs,4,2019,NA,4368084,Import--US from China
"Food industries, residues and wastes thereof; prepared animal fodder",423,Starch Residue,42303,Foodstuffs,4,2019,NA,4086463,Import--US from China
"Food industries, residues and wastes thereof; prepared animal fodder",423,Soybean Meal,42304,Foodstuffs,4,2019,NA,2439759,Import--US from China
"Food industries, residues and wastes thereof; prepared animal fodder",423,Other Vegetable Residues,42306,Foodstuffs,4,2019,NA,2111767,Import--US from China
"Food industries, residues and wastes thereof; prepared animal fodder",423,Other Vegetable Residues and Waste,42308,Foodstuffs,4,2019,NA,17850,Import--US from China
"Food industries, residues and wastes thereof; prepared animal fodder",423,Animal Food,42309,Foodstuffs,4,2019,NA,206517582,Import--US from China
Tobacco and manufactured tobacco substitutes,424,Raw Tobacco,42401,Foodstuffs,4,2019,NA,464206,Import--US from China
Tobacco and manufactured tobacco substitutes,424,Rolled Tobacco,42402,Foodstuffs,4,2019,NA,25140101,Import--US from China
Tobacco and manufactured tobacco substitutes,424,Processed Tobacco,42403,Foodstuffs,4,2019,NA,15735,Import--US from China
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,Salt,52501,Mineral Products,5,2019,NA,4187833,Import--US from China
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,Sulphur,52503,Mineral Products,5,2019,NA,498682,Import--US from China
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,Graphite,52504,Mineral Products,5,2019,NA,19780683,Import--US from China
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,Sand,52505,Mineral Products,5,2019,NA,1022999,Import--US from China
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,Quartz,52506,Mineral Products,5,2019,NA,8481099,Import--US from China
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,Kaolin,52507,Mineral Products,5,2019,NA,422171,Import--US from China
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,Clays,52508,Mineral Products,5,2019,NA,12255397,Import--US from China
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,Chalk,52509,Mineral Products,5,2019,NA,1711594,Import--US from China
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,Calcium Phosphates,52510,Mineral Products,5,2019,NA,1114583,Import--US from China
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,Barium Sulphate,52511,Mineral Products,5,2019,NA,45036648,Import--US from China
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,Siliceous Fossil Meals,52512,Mineral Products,5,2019,NA,358069,Import--US from China
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,Pumice,52513,Mineral Products,5,2019,NA,15723837,Import--US from China
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,Slate,52514,Mineral Products,5,2019,NA,513267,Import--US from China
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Marble, Travertine and Alabaster",52515,Mineral Products,5,2019,NA,192747,Import--US from China
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,Granite,52516,Mineral Products,5,2019,NA,1432186,Import--US from China
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,Gravel and Crushed Stone,52517,Mineral Products,5,2019,NA,4145555,Import--US from China
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,Magnesium Carbonate,52519,Mineral Products,5,2019,NA,160169421,Import--US from China
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,Gypsum,52520,Mineral Products,5,2019,NA,595677,Import--US from China
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,Limestone,52521,Mineral Products,5,2019,NA,168448,Import--US from China
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,Quicklime,52522,Mineral Products,5,2019,NA,131881,Import--US from China
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,Cement,52523,Mineral Products,5,2019,NA,49406933,Import--US from China
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,Mica,52525,Mineral Products,5,2019,NA,3523493,Import--US from China
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,Soapstone,52526,Mineral Products,5,2019,NA,11969774,Import--US from China
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,Borax,52528,Mineral Products,5,2019,NA,36898,Import--US from China
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,Feldspar,52529,Mineral Products,5,2019,NA,23642538,Import--US from China
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,Other Mineral,52530,Mineral Products,5,2019,NA,4942292,Import--US from China
"Ores, slag and ash",526,Nickel Ore,52604,Mineral Products,5,2019,NA,52257,Import--US from China
"Ores, slag and ash",526,Aluminium Ore,52606,Mineral Products,5,2019,NA,12843079,Import--US from China
"Ores, slag and ash",526,Chromium Ore,52610,Mineral Products,5,2019,NA,5800,Import--US from China
"Ores, slag and ash",526,Tungsten Ore,52611,Mineral Products,5,2019,NA,2063,Import--US from China
"Ores, slag and ash",526,Titanium Ore,52614,Mineral Products,5,2019,NA,50000,Import--US from China
"Ores, slag and ash",526,"Niobium, Tantalum, Vanadium and Zirconium Ore",52615,Mineral Products,5,2019,NA,596272,Import--US from China
"Ores, slag and ash",526,Other Ores,52617,Mineral Products,5,2019,NA,487625,Import--US from China
"Ores, slag and ash",526,Granulated Slag,52618,Mineral Products,5,2019,NA,11151556,Import--US from China
"Ores, slag and ash",526,"Non-Iron and Steel Slag, Ash and Residues",52620,Mineral Products,5,2019,NA,487353,Import--US from China
"Ores, slag and ash",526,Other Slag and Ash,52621,Mineral Products,5,2019,NA,5398740,Import--US from China
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,Coal Briquettes,52701,Mineral Products,5,2019,NA,5227391,Import--US from China
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,Lignite,52702,Mineral Products,5,2019,NA,25344,Import--US from China
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,Peat,52703,Mineral Products,5,2019,NA,2235,Import--US from China
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,Coke,52704,Mineral Products,5,2019,NA,11232,Import--US from China
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,Non-Petroleum Gas,52705,Mineral Products,5,2019,NA,3908,Import--US from China
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,Coal Tar Oil,52707,Mineral Products,5,2019,NA,1367359,Import--US from China
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,Pitch Coke,52708,Mineral Products,5,2019,NA,744603,Import--US from China
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,Refined Petroleum,52710,Mineral Products,5,2019,NA,136673795,Import--US from China
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,Petroleum Gas,52711,Mineral Products,5,2019,NA,735571,Import--US from China
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,Petroleum Jelly,52712,Mineral Products,5,2019,NA,105655644,Import--US from China
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,Petroleum Coke,52713,Mineral Products,5,2019,NA,2741220,Import--US from China
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,Asphalt,52714,Mineral Products,5,2019,NA,476595,Import--US from China
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,Asphalt Mixtures,52715,Mineral Products,5,2019,NA,141184,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Halogens,62801,Chemical Products,6,2019,NA,622332,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Sulfur,62802,Chemical Products,6,2019,NA,260490,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Carbon,62803,Chemical Products,6,2019,NA,1850452,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Hydrogen,62804,Chemical Products,6,2019,NA,10254033,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Alkaline Metals,62805,Chemical Products,6,2019,NA,24642731,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Hydrochloric Acid,62806,Chemical Products,6,2019,NA,8183,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Sulfuric Acid,62807,Chemical Products,6,2019,NA,78832,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Phosphoric Acid,62809,Chemical Products,6,2019,NA,19266837,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Boron,62810,Chemical Products,6,2019,NA,262405,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Other Inorganic Acids,62811,Chemical Products,6,2019,NA,115424366,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Halides,62812,Chemical Products,6,2019,NA,5737304,Import--US from China
