country_name,year,gdp,gdpgrowth,gdppercap2010usd,gdppercapcurrentusd,percenttradegpd
Belize,2019,1879613600,0.273680469166521,4149.86190551309,4815.1637107951,115.710072006289
Benin,2017,12701656930.6889,5.67155546944753,1166.76057483953,1136.59284704681,61.4765969582555
Benin,2018,14250985958.6727,6.69725946087986,1211.31656294328,1240.82946441954,61.8447185146293
Benin,2019,14390709094.9386,6.86568733525598,1259.80807064558,1219.43267185875,63.6813323140356
Bermuda,2017,7142316000,3.61141983706115,94309.5848817737,111820.581466347,72.3924284503794
Bermuda,2018,7224329000,-0.432801300339307,93832.3666163461,113021.417396746,77.121210841865
Bermuda,2019,7484113000,0.45988994302148,94266.8417594258,117089.286273037,75.8610539418633
Bhutan,2017,2450364928.07302,4.65183467529606,3072.02029929191,3286.57470287488,82.8098445212442
Bhutan,2018,2446866404.93058,3.05512983672538,3128.83549606004,3243.48603638229,86.7049037955487
Bhutan,2019,2530547157.56678,5.46452256035737,3262.198967599,3316.17571350084,84.3588359248042
Bolivia,2017,37508642165.3366,4.1952063010676,2490.95622581417,3351.1240444427,56.7046527339133
Bolivia,2018,40287647930.4761,4.22362351118875,2559.51119070116,3548.59015508448,57.1099646333271
Bolivia,2019,40895322843.7851,2.21670577750376,2579.89901190316,3552.0687602631,56.3973067329667
Bosnia And Herzegovina,2017,18080118128.3854,3.17143487487128,5828.71653691876,5394.59122017677,97.8741746500704
Bosnia And Herzegovina,2018,20183510561.2553,3.74007109201324,6096.91949150311,6072.18462285304,99.2240210426498
Bosnia And Herzegovina,2019,20164193806.88,2.67816082303464,6303.68866498252,6108.51069581338,95.2585270776408
Botswana,2017,17405588070.4332,2.90399773210927,7859.16899892583,7893.23253363666,75.6021758200002
Botswana,2018,18663265549.0196,4.47883655345764,8032.68193680205,8279.60173877574,79.5077883744202
Botswana,2019,18340480936.0444,2.96612564781233,8092.96708724053,7961.32518123885,74.1107590153163
Brazil,2017,2062831045935.95,1.32286905404399,11021.7182622703,9925.38623770041,24.3277137261615
Brazil,2018,1885482534238.33,1.31722399870793,11079.709675038,9001.23424863499,29.3977825566287
Brazil,2019,1839758040765.62,1.13658557200958,11121.7399151021,8717.18627810819,28.9766236459153
Brunei Darussalam,2017,12128104859.1498,1.32860255161715,31752.740813782,28572.1467776509,85.1767490461377
Brunei Darussalam,2018,13567351175.0315,0.0522377907767719,31436.8681969939,31628.3287914349,93.896319873231
Brunei Darussalam,2019,13469422958.5105,3.86910986506845,32327.4055290563,31086.7511188028,108.509658357959
Bulgaria,2017,58971520599.2509,3.50275153013627,8353.9682378682,8334.08172775332,130.224304689056
Bulgaria,2018,66230155099.5775,3.09244765360886,8674.72320233978,9427.73043039881,129.088387638043
Bulgaria,2019,68558815111.6199,3.694308379839,9058.73528029721,9828.14851478139,125.172532869676
